,Year/Month,Diseases,Case number,Disease_cn,Disease_en
6381,2024-05-31,手足口病 HFMD,226183,手足口病,HFMD
6382,2024-06-30,手足口病 HFMD,275966,手足口病,HFMD
6383,2024-07-31,手足口病 HFMD,170723,手足口病,HFMD
6384,2024-08-31,手足口病 HFMD,42223,手足口病,HFMD
6385,2024-09-30,手足口病 HFMD,35054,手足口病,HFMD
6386,2024-10-31,手足口病 HFMD,46520,手足口病,HFMD
6387,2024-11-30,手足口病 HFMD,58827,手足口病,HFMD
6388,2024-12-31,手足口病 HFMD,46782,手足口病,HFMD
6389,2025-01-01,手足口病 HFMD,16962,手足口病,HFMD
6390,2025-02-01,手足口病 HFMD,5721,手足口病,HFMD
6391,2025-03-01,手足口病 HFMD,12203,手足口病,HFMD
6392,2025-04-01,手足口病 HFMD,26217,手足口病,HFMD
6393,2025-05-01,手足口病 HFMD,52036,手足口病,HFMD
6394,2025-06-01,手足口病 HFMD,150557,手足口病,HFMD
6395,2025-07-01,手足口病 HFMD,194709,手足口病,HFMD
6396,2025-08-01,手足口病 HFMD,103195,手足口病,HFMD
6397,2025-09-01,手足口病 HFMD,159828,手足口病,HFMD
6398,2025-10-01,手足口病 HFMD,378738,手足口病,HFMD
6399,2025-11-01,手足口病 HFMD,269337,手足口病,HFMD
6400,2025-12-01,手足口病 HFMD,106825,手足口病,HFMD
6401,2026-01-01,手足口病 HFMD,66264,手足口病,HFMD
6402,2026-02-01,手足口病 HFMD,22708,手足口病,HFMD
6403,2026-03-01,手足口病 HFMD,22484,手足口病,HFMD
6404,2010-01-31,鼠疫 Plague,0,鼠疫,Plague
6405,2010-02-28,鼠疫 Plague,0,鼠疫,Plague
6406,2010-03-31,鼠疫 Plague,0,鼠疫,Plague
6407,2010-04-30,鼠疫 Plague,0,鼠疫,Plague
6408,2010-05-01,鼠疫 Plague,0,鼠疫,Plague
6409,2010-06-01,鼠疫 Plague,0,鼠疫,Plague
6410,2010-07-01,鼠疫 Plague,0,鼠疫,Plague
6411,2010-08-01,鼠疫 Plague,0,鼠疫,Plague
6412,2010-09-01,鼠疫 Plague,0,鼠疫,Plague
6413,2010-10-01,鼠疫 Plague,0,鼠疫,Plague
6414,2010-11-01,鼠疫 Plague,0,鼠疫,Plague
6415,2010-12-01,鼠疫 Plague,0,鼠疫,Plague
6416,2011-01-31,鼠疫 Plague,0,鼠疫,Plague
6417,2011-02-01,鼠疫 Plague,0,鼠疫,Plague
6418,2011-03-02,鼠疫 Plague,0,鼠疫,Plague
6419,2011-04-03,鼠疫 Plague,0,鼠疫,Plague
6420,2011-05-04,鼠疫 Plague,0,鼠疫,Plague
6421,2011-06-05,鼠疫 Plague,0,鼠疫,Plague
6422,2011-07-31,鼠疫 Plague,0,鼠疫,Plague
6423,2011-08-31,鼠疫 Plague,0,鼠疫,Plague
6424,2011-09-30,鼠疫 Plague,0,鼠疫,Plague
6425,2011-10-31,鼠疫 Plague,0,鼠疫,Plague
6426,2011-11-30,鼠疫 Plague,0,鼠疫,Plague
6427,2011-12-31,鼠疫 Plague,0,鼠疫,Plague
6428,2012-01-31,鼠疫 Plague,0,鼠疫,Plague
6429,2012-02-29,鼠疫 Plague,0,鼠疫,Plague
6430,2012-03-31,鼠疫 Plague,0,鼠疫,Plague
6431,2012-04-30,鼠疫 Plague,0,鼠疫,Plague
6432,2012-05-31,鼠疫 Plague,0,鼠疫,Plague
6433,2012-06-30,鼠疫 Plague,0,鼠疫,Plague
6434,2012-07-31,鼠疫 Plague,0,鼠疫,Plague
6435,2012-08-31,鼠疫 Plague,0,鼠疫,Plague
6436,2012-09-30,鼠疫 Plague,0,鼠疫,Plague
6437,2012-10-31,鼠疫 Plague,0,鼠疫,Plague
6438,2012-11-30,鼠疫 Plague,0,鼠疫,Plague
6439,2012-12-31,鼠疫 Plague,0,鼠疫,Plague
6440,2013-01-01,鼠疫 Plague,0,鼠疫,Plague
6441,2013-02-01,鼠疫 Plague,0,鼠疫,Plague
6442,2013-03-03,鼠疫 Plague,0,鼠疫,Plague
6443,2013-04-02,鼠疫 Plague,0,鼠疫,Plague
6444,2013-05-03,鼠疫 Plague,0,鼠疫,Plague
6445,2013-06-03,鼠疫 Plague,0,鼠疫,Plague
6446,2013-07-04,鼠疫 Plague,0,鼠疫,Plague
6447,2013-08-04,鼠疫 Plague,0,鼠疫,Plague
6448,2013-09-04,鼠疫 Plague,0,鼠疫,Plague
6449,2013-10-05,鼠疫 Plague,0,鼠疫,Plague
6450,2013-11-30,鼠疫 Plague,0,鼠疫,Plague
6451,2013-12-31,鼠疫 Plague,0,鼠疫,Plague
6452,2014-01-30,鼠疫 Plague,0,鼠疫,Plague
6453,2014-02-27,鼠疫 Plague,0,鼠疫,Plague
6454,2014-03-30,鼠疫 Plague,0,鼠疫,Plague
6455,2014-04-29,鼠疫 Plague,0,鼠疫,Plague
6456,2014-05-30,鼠疫 Plague,0,鼠疫,Plague
6457,2014-06-29,鼠疫 Plague,0,鼠疫,Plague
6458,2014-07-30,鼠疫 Plague,0,鼠疫,Plague
6459,2014-08-30,鼠疫 Plague,0,鼠疫,Plague
6460,2014-09-29,鼠疫 Plague,0,鼠疫,Plague
6461,2014-10-30,鼠疫 Plague,0,鼠疫,Plague
6462,2014-11-30,鼠疫 Plague,0,鼠疫,Plague
6463,2014-12-30,鼠疫 Plague,0,鼠疫,Plague
6464,2015-01-01,鼠疫 Plague,0,鼠疫,Plague
6465,2015-02-01,鼠疫 Plague,0,鼠疫,Plague
6466,2015-03-01,鼠疫 Plague,0,鼠疫,Plague
6467,2015-04-01,鼠疫 Plague,0,鼠疫,Plague
6468,2015-05-01,鼠疫 Plague,0,鼠疫,Plague
6469,2015-06-01,鼠疫 Plague,0,鼠疫,Plague
6470,2015-07-01,鼠疫 Plague,0,鼠疫,Plague
6471,2015-08-01,鼠疫 Plague,0,鼠疫,Plague
6472,2015-09-01,鼠疫 Plague,0,鼠疫,Plague
6473,2015-10-01,鼠疫 Plague,0,鼠疫,Plague
6474,2015-11-01,鼠疫 Plague,0,鼠疫,Plague
6475,2015-12-30,鼠疫 Plague,0,鼠疫,Plague
6476,2016-01-01,鼠疫 Plague,0,鼠疫,Plague
6477,2016-02-01,鼠疫 Plague,0,鼠疫,Plague
6478,2016-03-01,鼠疫 Plague,0,鼠疫,Plague
6479,2016-04-01,鼠疫 Plague,0,鼠疫,Plague
6480,2016-05-01,鼠疫 Plague,0,鼠疫,Plague
6481,2016-06-01,鼠疫 Plague,0,鼠疫,Plague
6482,2016-07-01,鼠疫 Plague,0,鼠疫,Plague
6483,2016-08-01,鼠疫 Plague,0,鼠疫,Plague
6484,2016-09-01,鼠疫 Plague,0,鼠疫,Plague
6485,2016-10-01,鼠疫 Plague,0,鼠疫,Plague
6486,2016-11-01,鼠疫 Plague,0,鼠疫,Plague
6487,2016-12-01,鼠疫 Plague,0,鼠疫,Plague
6488,2017-01-01,鼠疫 Plague,0,鼠疫,Plague
6489,2017-02-01,鼠疫 Plague,0,鼠疫,Plague
6490,2017-03-01,鼠疫 Plague,0,鼠疫,Plague
6491,2017-04-01,鼠疫 Plague,0,鼠疫,Plague
6492,2017-05-01,鼠疫 Plague,0,鼠疫,Plague
6493,2017-06-01,鼠疫 Plague,0,鼠疫,Plague
6494,2017-07-01,鼠疫 Plague,0,鼠疫,Plague
6495,2017-08-01,鼠疫 Plague,0,鼠疫,Plague
6496,2017-09-01,鼠疫 Plague,0,鼠疫,Plague
6497,2017-10-01,鼠疫 Plague,0,鼠疫,Plague
6498,2017-11-01,鼠疫 Plague,0,鼠疫,Plague
6499,2017-12-01,鼠疫 Plague,0,鼠疫,Plague
6500,2018-01-01,鼠疫 Plague,0,鼠疫,Plague
6501,2018-02-01,鼠疫 Plague,0,鼠疫,Plague
6502,2018-03-01,鼠疫 Plague,0,鼠疫,Plague
6503,2018-04-01,鼠疫 Plague,0,鼠疫,Plague
6504,2018-05-01,鼠疫 Plague,0,鼠疫,Plague
6505,2018-06-01,鼠疫 Plague,0,鼠疫,Plague
6506,2018-07-01,鼠疫 Plague,0,鼠疫,Plague
6507,2018-08-01,鼠疫 Plague,0,鼠疫,Plague
6508,2018-09-01,鼠疫 Plague,0,鼠疫,Plague
6509,2018-10-01,鼠疫 Plague,0,鼠疫,Plague
6510,2018-11-01,鼠疫 Plague,0,鼠疫,Plague
6511,2018-12-01,鼠疫 Plague,0,鼠疫,Plague
6512,2019-01-01,鼠疫 Plague,0,鼠疫,Plague
6513,2019-02-01,鼠疫 Plague,0,鼠疫,Plague
6514,2019-03-01,鼠疫 Plague,0,鼠疫,Plague
6515,2019-04-01,鼠疫 Plague,0,鼠疫,Plague
6516,2019-05-01,鼠疫 Plague,0,鼠疫,Plague
6517,2019-06-01,鼠疫 Plague,0,鼠疫,Plague
6518,2019-07-01,鼠疫 Plague,0,鼠疫,Plague
6519,2019-08-01,鼠疫 Plague,0,鼠疫,Plague
6520,2019-09-01,鼠疫 Plague,1,鼠疫,Plague
6521,2019-10-01,鼠疫 Plague,0,鼠疫,Plague
6522,2019-11-01,鼠疫 Plague,4,鼠疫,Plague
6523,2019-12-01,鼠疫 Plague,0,鼠疫,Plague
6524,2020-01-31,鼠疫 Plague,0,鼠疫,Plague
6525,2020-02-29,鼠疫 Plague,0,鼠疫,Plague
6526,2020-03-31,鼠疫 Plague,0,鼠疫,Plague
6527,2020-04-01,鼠疫 Plague,0,鼠疫,Plague
6528,2020-05-01,鼠疫 Plague,0,鼠疫,Plague
6529,2020-06-01,鼠疫 Plague,0,鼠疫,Plague
6530,2020-07-01,鼠疫 Plague,1,鼠疫,Plague
6531,2020-08-01,鼠疫 Plague,2,鼠疫,Plague
6532,2020-09-01,鼠疫 Plague,1,鼠疫,Plague
6533,2020-10-01,鼠疫 Plague,0,鼠疫,Plague
6534,2020-11-01,鼠疫 Plague,0,鼠疫,Plague
6535,2020-12-01,鼠疫 Plague,0,鼠疫,Plague
6536,2021-01-31,鼠疫 Plague,0,鼠疫,Plague
6537,2021-02-28,鼠疫 Plague,0,鼠疫,Plague
6538,2021-03-31,鼠疫 Plague,0,鼠疫,Plague
6539,2021-04-30,鼠疫 Plague,0,鼠疫,Plague
6540,2021-05-31,鼠疫 Plague,0,鼠疫,Plague
6541,2021-06-30,鼠疫 Plague,0,鼠疫,Plague
6542,2021-07-31,鼠疫 Plague,0,鼠疫,Plague
6543,2021-08-31,鼠疫 Plague,1,鼠疫,Plague
6544,2021-09-30,鼠疫 Plague,0,鼠疫,Plague
6545,2021-10-31,鼠疫 Plague,0,鼠疫,Plague
6546,2021-11-30,鼠疫 Plague,0,鼠疫,Plague
6547,2021-12-31,鼠疫 Plague,0,鼠疫,Plague
6548,2022-01-31,鼠疫 Plague,0,鼠疫,Plague
6549,2022-02-28,鼠疫 Plague,0,鼠疫,Plague
6550,2022-03-31,鼠疫 Plague,0,鼠疫,Plague
6551,2022-04-30,鼠疫 Plague,0,鼠疫,Plague
6552,2022-05-31,鼠疫 Plague,0,鼠疫,Plague
6553,2022-06-30,鼠疫 Plague,0,鼠疫,Plague
6554,2022-07-31,鼠疫 Plague,1,鼠疫,Plague
6555,2022-08-31,鼠疫 Plague,0,鼠疫,Plague
6556,2022-09-30,鼠疫 Plague,1,鼠疫,Plague
6557,2022-10-31,鼠疫 Plague,0,鼠疫,Plague
6558,2022-11-30,鼠疫 Plague,0,鼠疫,Plague
6559,2022-12-31,鼠疫 Plague,0,鼠疫,Plague
6560,2023-01-31,鼠疫 Plague,0,鼠疫,Plague
6561,2023-02-28,鼠疫 Plague,0,鼠疫,Plague
6562,2023-03-31,鼠疫 Plague,0,鼠疫,Plague
6563,2023-04-30,鼠疫 Plague,0,鼠疫,Plague
6564,2023-05-31,鼠疫 Plague,0,鼠疫,Plague
6565,2023-06-30,鼠疫 Plague,0,鼠疫,Plague
6566,2023-07-31,鼠疫 Plague,0,鼠疫,Plague
6567,2023-08-31,鼠疫 Plague,4,鼠疫,Plague
6568,2023-09-30,鼠疫 Plague,0,鼠疫,Plague
6569,2023-10-31,鼠疫 Plague,0,鼠疫,Plague
6570,2023-11-30,鼠疫 Plague,1,鼠疫,Plague
6571,2023-12-31,鼠疫 Plague,0,鼠疫,Plague
6572,2024-01-31,鼠疫 Plague,0,鼠疫,Plague
6573,2024-02-29,鼠疫 Plague,0,鼠疫,Plague
6574,2024-03-31,鼠疫 Plague,0,鼠疫,Plague
6575,2024-04-30,鼠疫 Plague,0,鼠疫,Plague
6576,2024-05-31,鼠疫 Plague,0,鼠疫,Plague
6577,2024-06-30,鼠疫 Plague,0,鼠疫,Plague
6578,2024-07-31,鼠疫 Plague,0,鼠疫,Plague
6579,2024-08-31,鼠疫 Plague,2,鼠疫,Plague
6580,2024-09-30,鼠疫 Plague,0,鼠疫,Plague
6581,2024-10-31,鼠疫 Plague,0,鼠疫,Plague
6582,2024-11-30,鼠疫 Plague,0,鼠疫,Plague
6583,2024-12-31,鼠疫 Plague,0,鼠疫,Plague
6584,2025-01-01,鼠疫 Plague,0,鼠疫,Plague
6585,2025-02-01,鼠疫 Plague,0,鼠疫,Plague
6586,2025-03-01,鼠疫 Plague,0,鼠疫,Plague
6587,2025-04-01,鼠疫 Plague,0,鼠疫,Plague
6588,2025-05-01,鼠疫 Plague,0,鼠疫,Plague
6589,2025-06-01,鼠疫 Plague,0,鼠疫,Plague
6590,2025-07-01,鼠疫 Plague,0,鼠疫,Plague
6591,2025-08-01,鼠疫 Plague,0,鼠疫,Plague
6592,2025-09-01,鼠疫 Plague,0,鼠疫,Plague
6593,2025-10-01,鼠疫 Plague,0,鼠疫,Plague
6594,2025-11-01,鼠疫 Plague,0,鼠疫,Plague
6595,2025-12-01,鼠疫 Plague,0,鼠疫,Plague
6596,2026-01-01,鼠疫 Plague,0,鼠疫,Plague
6597,2026-02-01,鼠疫 Plague,0,鼠疫,Plague
6598,2026-03-01,鼠疫 Plague,0,鼠疫,Plague
6599,2010-01-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6600,2010-02-28,丝虫病 Filariasis,0,丝虫病,Filariasis
6601,2010-03-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6602,2010-04-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6603,2010-05-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6604,2010-06-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6605,2010-07-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6606,2010-08-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6607,2010-09-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6608,2010-10-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6609,2010-11-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6610,2010-12-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6611,2011-01-31,丝虫病 Filariasis,1,丝虫病,Filariasis
6612,2011-02-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6613,2011-03-02,丝虫病 Filariasis,0,丝虫病,Filariasis
6614,2011-04-03,丝虫病 Filariasis,0,丝虫病,Filariasis
6615,2011-05-04,丝虫病 Filariasis,0,丝虫病,Filariasis
6616,2011-06-05,丝虫病 Filariasis,0,丝虫病,Filariasis
6617,2011-07-31,丝虫病 Filariasis,1,丝虫病,Filariasis
6618,2011-08-31,丝虫病 Filariasis,1,丝虫病,Filariasis
6619,2011-09-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6620,2011-10-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6621,2011-11-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6622,2011-12-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6623,2012-01-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6624,2012-02-29,丝虫病 Filariasis,0,丝虫病,Filariasis
6625,2012-03-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6626,2012-04-30,丝虫病 Filariasis,1,丝虫病,Filariasis
6627,2012-05-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6628,2012-06-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6629,2012-07-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6630,2012-08-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6631,2012-09-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6632,2012-10-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6633,2012-11-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6634,2012-12-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6635,2013-01-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6636,2013-02-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6637,2013-03-03,丝虫病 Filariasis,0,丝虫病,Filariasis
6638,2013-04-02,丝虫病 Filariasis,0,丝虫病,Filariasis
6639,2013-05-03,丝虫病 Filariasis,0,丝虫病,Filariasis
6640,2013-06-03,丝虫病 Filariasis,0,丝虫病,Filariasis
6641,2013-07-04,丝虫病 Filariasis,0,丝虫病,Filariasis
6642,2013-08-04,丝虫病 Filariasis,0,丝虫病,Filariasis
6643,2013-09-04,丝虫病 Filariasis,1,丝虫病,Filariasis
6644,2013-10-05,丝虫病 Filariasis,0,丝虫病,Filariasis
6645,2013-11-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6646,2013-12-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6647,2014-01-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6648,2014-02-27,丝虫病 Filariasis,0,丝虫病,Filariasis
6649,2014-03-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6650,2014-04-29,丝虫病 Filariasis,0,丝虫病,Filariasis
6651,2014-05-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6652,2014-06-29,丝虫病 Filariasis,0,丝虫病,Filariasis
6653,2014-07-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6654,2014-08-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6655,2014-09-29,丝虫病 Filariasis,0,丝虫病,Filariasis
6656,2014-10-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6657,2014-11-30,丝虫病 Filariasis,1,丝虫病,Filariasis
6658,2014-12-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6659,2015-01-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6660,2015-02-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6661,2015-03-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6662,2015-04-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6663,2015-05-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6664,2015-06-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6665,2015-07-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6666,2015-08-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6667,2015-09-01,丝虫病 Filariasis,1,丝虫病,Filariasis
6668,2015-10-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6669,2015-11-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6670,2015-12-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6671,2016-01-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6672,2016-02-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6673,2016-03-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6674,2016-04-01,丝虫病 Filariasis,1,丝虫病,Filariasis
6675,2016-05-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6676,2016-06-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6677,2016-07-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6678,2016-08-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6679,2016-09-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6680,2016-10-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6681,2016-11-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6682,2016-12-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6683,2017-01-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6684,2017-02-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6685,2017-03-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6686,2017-04-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6687,2017-05-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6688,2017-06-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6689,2017-07-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6690,2017-08-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6691,2017-09-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6692,2017-10-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6693,2017-11-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6694,2017-12-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6695,2018-01-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6696,2018-02-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6697,2018-03-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6698,2018-04-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6699,2018-05-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6700,2018-06-01,丝虫病 Filariasis,1,丝虫病,Filariasis
6701,2018-07-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6702,2018-08-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6703,2018-09-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6704,2018-10-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6705,2018-11-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6706,2018-12-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6707,2019-01-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6708,2019-02-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6709,2019-03-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6710,2019-04-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6711,2019-05-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6712,2019-06-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6713,2019-07-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6714,2019-08-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6715,2019-09-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6716,2019-10-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6717,2019-11-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6718,2019-12-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6719,2020-01-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6720,2020-02-29,丝虫病 Filariasis,0,丝虫病,Filariasis
6721,2020-03-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6722,2020-04-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6723,2020-05-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6724,2020-06-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6725,2020-07-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6726,2020-08-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6727,2020-09-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6728,2020-10-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6729,2020-11-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6730,2020-12-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6731,2021-01-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6732,2021-02-28,丝虫病 Filariasis,0,丝虫病,Filariasis
6733,2021-03-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6734,2021-04-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6735,2021-05-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6736,2021-06-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6737,2021-07-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6738,2021-08-31,丝虫病 Filariasis,1,丝虫病,Filariasis
6739,2021-09-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6740,2021-10-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6741,2021-11-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6742,2021-12-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6743,2022-01-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6744,2022-02-28,丝虫病 Filariasis,0,丝虫病,Filariasis
6745,2022-03-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6746,2022-04-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6747,2022-05-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6748,2022-06-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6749,2022-07-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6750,2022-08-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6751,2022-09-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6752,2022-10-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6753,2022-11-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6754,2022-12-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6755,2023-01-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6756,2023-02-28,丝虫病 Filariasis,0,丝虫病,Filariasis
6757,2023-03-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6758,2023-04-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6759,2023-05-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6760,2023-06-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6761,2023-07-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6762,2023-08-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6763,2023-09-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6764,2023-10-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6765,2023-11-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6766,2023-12-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6767,2024-01-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6768,2024-02-29,丝虫病 Filariasis,0,丝虫病,Filariasis
6769,2024-03-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6770,2024-04-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6771,2024-05-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6772,2024-06-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6773,2024-07-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6774,2024-08-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6775,2024-09-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6776,2024-10-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6777,2024-11-30,丝虫病 Filariasis,0,丝虫病,Filariasis
6778,2024-12-31,丝虫病 Filariasis,0,丝虫病,Filariasis
6779,2025-01-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6780,2025-02-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6781,2025-03-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6782,2025-04-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6783,2025-05-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6784,2025-06-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6785,2025-07-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6786,2025-08-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6787,2025-09-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6788,2025-10-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6789,2025-11-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6790,2025-12-01,丝虫病 Filariasis,0,丝虫病,Filariasis
6791,2026-01-01,丝虫病 Filariasis,0,丝虫病,Filariasis
