,Year/Month,Diseases,Case number,Disease_cn,Disease_en
1683,2020-04-01,登革热 Dengue fever,6,登革热,Dengue fever
1684,2020-05-01,登革热 Dengue fever,4,登革热,Dengue fever
1685,2020-06-01,登革热 Dengue fever,4,登革热,Dengue fever
1686,2020-07-01,登革热 Dengue fever,23,登革热,Dengue fever
1687,2020-08-01,登革热 Dengue fever,55,登革热,Dengue fever
1688,2020-09-01,登革热 Dengue fever,247,登革热,Dengue fever
1689,2020-10-01,登革热 Dengue fever,287,登革热,Dengue fever
1690,2020-11-01,登革热 Dengue fever,63,登革热,Dengue fever
1691,2020-12-01,登革热 Dengue fever,9,登革热,Dengue fever
1692,2021-01-31,登革热 Dengue fever,5,登革热,Dengue fever
1693,2021-02-28,登革热 Dengue fever,2,登革热,Dengue fever
1694,2021-03-31,登革热 Dengue fever,0,登革热,Dengue fever
1695,2021-04-30,登革热 Dengue fever,4,登革热,Dengue fever
1696,2021-05-31,登革热 Dengue fever,5,登革热,Dengue fever
1697,2021-06-30,登革热 Dengue fever,8,登革热,Dengue fever
1698,2021-07-31,登革热 Dengue fever,3,登革热,Dengue fever
1699,2021-08-31,登革热 Dengue fever,3,登革热,Dengue fever
1700,2021-09-30,登革热 Dengue fever,4,登革热,Dengue fever
1701,2021-10-31,登革热 Dengue fever,6,登革热,Dengue fever
1702,2021-11-30,登革热 Dengue fever,5,登革热,Dengue fever
1703,2021-12-31,登革热 Dengue fever,3,登革热,Dengue fever
1704,2022-01-31,登革热 Dengue fever,0,登革热,Dengue fever
1705,2022-02-28,登革热 Dengue fever,0,登革热,Dengue fever
1706,2022-03-31,登革热 Dengue fever,2,登革热,Dengue fever
1707,2022-04-30,登革热 Dengue fever,0,登革热,Dengue fever
1708,2022-05-31,登革热 Dengue fever,2,登革热,Dengue fever
1709,2022-06-30,登革热 Dengue fever,1,登革热,Dengue fever
1710,2022-07-31,登革热 Dengue fever,3,登革热,Dengue fever
1711,2022-08-31,登革热 Dengue fever,1,登革热,Dengue fever
1712,2022-09-30,登革热 Dengue fever,28,登革热,Dengue fever
1713,2022-10-31,登革热 Dengue fever,326,登革热,Dengue fever
1714,2022-11-30,登革热 Dengue fever,174,登革热,Dengue fever
1715,2022-12-31,登革热 Dengue fever,11,登革热,Dengue fever
1716,2023-01-31,登革热 Dengue fever,1,登革热,Dengue fever
1717,2023-02-28,登革热 Dengue fever,11,登革热,Dengue fever
1718,2023-03-31,登革热 Dengue fever,7,登革热,Dengue fever
1719,2023-04-30,登革热 Dengue fever,9,登革热,Dengue fever
1720,2023-05-31,登革热 Dengue fever,21,登革热,Dengue fever
1721,2023-06-30,登革热 Dengue fever,55,登革热,Dengue fever
1722,2023-07-31,登革热 Dengue fever,1604,登革热,Dengue fever
1723,2023-08-31,登革热 Dengue fever,4198,登革热,Dengue fever
1724,2023-09-30,登革热 Dengue fever,6494,登革热,Dengue fever
1725,2023-10-31,登革热 Dengue fever,5388,登革热,Dengue fever
1726,2023-11-30,登革热 Dengue fever,1685,登革热,Dengue fever
1727,2023-12-31,登革热 Dengue fever,154,登革热,Dengue fever
1728,2024-01-31,登革热 Dengue fever,27,登革热,Dengue fever
1729,2024-02-29,登革热 Dengue fever,42,登革热,Dengue fever
1730,2024-03-31,登革热 Dengue fever,38,登革热,Dengue fever
1731,2024-04-30,登革热 Dengue fever,58,登革热,Dengue fever
1732,2024-05-31,登革热 Dengue fever,109,登革热,Dengue fever
1733,2024-06-30,登革热 Dengue fever,130,登革热,Dengue fever
1734,2024-07-31,登革热 Dengue fever,554,登革热,Dengue fever
1735,2024-08-31,登革热 Dengue fever,1801,登革热,Dengue fever
1736,2024-09-30,登革热 Dengue fever,4845,登革热,Dengue fever
1737,2024-10-31,登革热 Dengue fever,11083,登革热,Dengue fever
1738,2024-11-30,登革热 Dengue fever,5201,登革热,Dengue fever
1739,2024-12-31,登革热 Dengue fever,442,登革热,Dengue fever
1740,2025-01-01,登革热 Dengue fever,49,登革热,Dengue fever
1741,2025-02-01,登革热 Dengue fever,51,登革热,Dengue fever
1742,2025-03-01,登革热 Dengue fever,38,登革热,Dengue fever
1743,2025-04-01,登革热 Dengue fever,74,登革热,Dengue fever
1744,2025-05-01,登革热 Dengue fever,126,登革热,Dengue fever
1745,2025-06-01,登革热 Dengue fever,225,登革热,Dengue fever
1746,2025-07-01,登革热 Dengue fever,694,登革热,Dengue fever
1747,2025-08-01,登革热 Dengue fever,1702,登革热,Dengue fever
1748,2025-09-01,登革热 Dengue fever,2321,登革热,Dengue fever
1749,2025-10-01,登革热 Dengue fever,3727,登革热,Dengue fever
1750,2025-11-01,登革热 Dengue fever,849,登革热,Dengue fever
1751,2025-12-01,登革热 Dengue fever,151,登革热,Dengue fever
1752,2026-01-01,登革热 Dengue fever,93,登革热,Dengue fever
1753,2026-02-01,登革热 Dengue fever,94,登革热,Dengue fever
1754,2026-03-01,登革热 Dengue fever,92,登革热,Dengue fever
1755,2010-01-31,肺结核 Pulmonary tuberculosis,105877,肺结核,Pulmonary tuberculosis
1756,2010-02-28,肺结核 Pulmonary tuberculosis,88759,肺结核,Pulmonary tuberculosis
1757,2010-03-31,肺结核 Pulmonary tuberculosis,138574,肺结核,Pulmonary tuberculosis
1758,2010-04-30,肺结核 Pulmonary tuberculosis,133833,肺结核,Pulmonary tuberculosis
1759,2010-05-01,肺结核 Pulmonary tuberculosis,128598,肺结核,Pulmonary tuberculosis
1760,2010-06-01,肺结核 Pulmonary tuberculosis,127545,肺结核,Pulmonary tuberculosis
1761,2010-07-01,肺结核 Pulmonary tuberculosis,122602,肺结核,Pulmonary tuberculosis
1762,2010-08-01,肺结核 Pulmonary tuberculosis,117221,肺结核,Pulmonary tuberculosis
1763,2010-09-01,肺结核 Pulmonary tuberculosis,112288,肺结核,Pulmonary tuberculosis
1764,2010-10-01,肺结核 Pulmonary tuberculosis,101463,肺结核,Pulmonary tuberculosis
1765,2010-11-01,肺结核 Pulmonary tuberculosis,110414,肺结核,Pulmonary tuberculosis
1766,2010-12-01,肺结核 Pulmonary tuberculosis,105036,肺结核,Pulmonary tuberculosis
1767,2011-01-31,肺结核 Pulmonary tuberculosis,99617,肺结核,Pulmonary tuberculosis
1768,2011-02-01,肺结核 Pulmonary tuberculosis,98157,肺结核,Pulmonary tuberculosis
1769,2011-03-02,肺结核 Pulmonary tuberculosis,135848,肺结核,Pulmonary tuberculosis
1770,2011-04-03,肺结核 Pulmonary tuberculosis,129351,肺结核,Pulmonary tuberculosis
1771,2011-05-04,肺结核 Pulmonary tuberculosis,125129,肺结核,Pulmonary tuberculosis
1772,2011-06-05,肺结核 Pulmonary tuberculosis,119344,肺结核,Pulmonary tuberculosis
1773,2011-07-31,肺结核 Pulmonary tuberculosis,112647,肺结核,Pulmonary tuberculosis
1774,2011-08-31,肺结核 Pulmonary tuberculosis,115140,肺结核,Pulmonary tuberculosis
1775,2011-09-30,肺结核 Pulmonary tuberculosis,106925,肺结核,Pulmonary tuberculosis
1776,2011-10-31,肺结核 Pulmonary tuberculosis,100392,肺结核,Pulmonary tuberculosis
1777,2011-11-30,肺结核 Pulmonary tuberculosis,110662,肺结核,Pulmonary tuberculosis
1778,2011-12-31,肺结核 Pulmonary tuberculosis,104710,肺结核,Pulmonary tuberculosis
1779,2012-01-31,肺结核 Pulmonary tuberculosis,87893,肺结核,Pulmonary tuberculosis
1780,2012-02-29,肺结核 Pulmonary tuberculosis,124005,肺结核,Pulmonary tuberculosis
1781,2012-03-31,肺结核 Pulmonary tuberculosis,138683,肺结核,Pulmonary tuberculosis
1782,2012-04-30,肺结核 Pulmonary tuberculosis,128683,肺结核,Pulmonary tuberculosis
1783,2012-05-31,肺结核 Pulmonary tuberculosis,131257,肺结核,Pulmonary tuberculosis
1784,2012-06-30,肺结核 Pulmonary tuberculosis,118740,肺结核,Pulmonary tuberculosis
1785,2012-07-31,肺结核 Pulmonary tuberculosis,117359,肺结核,Pulmonary tuberculosis
1786,2012-08-31,肺结核 Pulmonary tuberculosis,115019,肺结核,Pulmonary tuberculosis
1787,2012-09-30,肺结核 Pulmonary tuberculosis,106188,肺结核,Pulmonary tuberculosis
1788,2012-10-31,肺结核 Pulmonary tuberculosis,100091,肺结核,Pulmonary tuberculosis
1789,2012-11-30,肺结核 Pulmonary tuberculosis,105264,肺结核,Pulmonary tuberculosis
1790,2012-12-31,肺结核 Pulmonary tuberculosis,98306,肺结核,Pulmonary tuberculosis
1791,2013-01-01,肺结核 Pulmonary tuberculosis,104238,肺结核,Pulmonary tuberculosis
1792,2013-02-01,肺结核 Pulmonary tuberculosis,89582,肺结核,Pulmonary tuberculosis
1793,2013-03-03,肺结核 Pulmonary tuberculosis,125549,肺结核,Pulmonary tuberculosis
1794,2013-04-02,肺结核 Pulmonary tuberculosis,121701,肺结核,Pulmonary tuberculosis
1795,2013-05-03,肺结核 Pulmonary tuberculosis,122172,肺结核,Pulmonary tuberculosis
1796,2013-06-03,肺结核 Pulmonary tuberculosis,106546,肺结核,Pulmonary tuberculosis
1797,2013-07-04,肺结核 Pulmonary tuberculosis,113531,肺结核,Pulmonary tuberculosis
1798,2013-08-04,肺结核 Pulmonary tuberculosis,107051,肺结核,Pulmonary tuberculosis
1799,2013-09-04,肺结核 Pulmonary tuberculosis,105219,肺结核,Pulmonary tuberculosis
1800,2013-10-05,肺结核 Pulmonary tuberculosis,100254,肺结核,Pulmonary tuberculosis
1801,2013-11-30,肺结核 Pulmonary tuberculosis,101595,肺结核,Pulmonary tuberculosis
1802,2013-12-31,肺结核 Pulmonary tuberculosis,100685,肺结核,Pulmonary tuberculosis
1803,2014-01-30,肺结核 Pulmonary tuberculosis,96067,肺结核,Pulmonary tuberculosis
1804,2014-02-27,肺结核 Pulmonary tuberculosis,88549,肺结核,Pulmonary tuberculosis
1805,2014-03-30,肺结核 Pulmonary tuberculosis,111975,肺结核,Pulmonary tuberculosis
1806,2014-04-29,肺结核 Pulmonary tuberculosis,118849,肺结核,Pulmonary tuberculosis
1807,2014-05-30,肺结核 Pulmonary tuberculosis,106557,肺结核,Pulmonary tuberculosis
1808,2014-06-29,肺结核 Pulmonary tuberculosis,101463,肺结核,Pulmonary tuberculosis
1809,2014-07-30,肺结核 Pulmonary tuberculosis,101782,肺结核,Pulmonary tuberculosis
1810,2014-08-30,肺结核 Pulmonary tuberculosis,97039,肺结核,Pulmonary tuberculosis
1811,2014-09-29,肺结核 Pulmonary tuberculosis,97039,肺结核,Pulmonary tuberculosis
1812,2014-10-30,肺结核 Pulmonary tuberculosis,88991,肺结核,Pulmonary tuberculosis
1813,2014-11-30,肺结核 Pulmonary tuberculosis,86081,肺结核,Pulmonary tuberculosis
1814,2014-12-30,肺结核 Pulmonary tuberculosis,93000,肺结核,Pulmonary tuberculosis
1815,2015-01-01,肺结核 Pulmonary tuberculosis,95151,肺结核,Pulmonary tuberculosis
1816,2015-02-01,肺结核 Pulmonary tuberculosis,75541,肺结核,Pulmonary tuberculosis
1817,2015-03-01,肺结核 Pulmonary tuberculosis,113242,肺结核,Pulmonary tuberculosis
1818,2015-04-01,肺结核 Pulmonary tuberculosis,107997,肺结核,Pulmonary tuberculosis
1819,2015-05-01,肺结核 Pulmonary tuberculosis,102067,肺结核,Pulmonary tuberculosis
1820,2015-06-01,肺结核 Pulmonary tuberculosis,102388,肺结核,Pulmonary tuberculosis
1821,2015-07-01,肺结核 Pulmonary tuberculosis,102986,肺结核,Pulmonary tuberculosis
1822,2015-08-01,肺结核 Pulmonary tuberculosis,95746,肺结核,Pulmonary tuberculosis
1823,2015-09-01,肺结核 Pulmonary tuberculosis,95081,肺结核,Pulmonary tuberculosis
1824,2015-10-01,肺结核 Pulmonary tuberculosis,86024,肺结核,Pulmonary tuberculosis
1825,2015-11-01,肺结核 Pulmonary tuberculosis,88115,肺结核,Pulmonary tuberculosis
1826,2015-12-30,肺结核 Pulmonary tuberculosis,89818,肺结核,Pulmonary tuberculosis
1827,2016-01-01,肺结核 Pulmonary tuberculosis,86181,肺结核,Pulmonary tuberculosis
1828,2016-02-01,肺结核 Pulmonary tuberculosis,83527,肺结核,Pulmonary tuberculosis
1829,2016-03-01,肺结核 Pulmonary tuberculosis,114627,肺结核,Pulmonary tuberculosis
1830,2016-04-01,肺结核 Pulmonary tuberculosis,103397,肺结核,Pulmonary tuberculosis
1831,2016-05-01,肺结核 Pulmonary tuberculosis,100500,肺结核,Pulmonary tuberculosis
1832,2016-06-01,肺结核 Pulmonary tuberculosis,94064,肺结核,Pulmonary tuberculosis
1833,2016-07-01,肺结核 Pulmonary tuberculosis,92793,肺结核,Pulmonary tuberculosis
1834,2016-08-01,肺结核 Pulmonary tuberculosis,95924,肺结核,Pulmonary tuberculosis
1835,2016-09-01,肺结核 Pulmonary tuberculosis,89342,肺结核,Pulmonary tuberculosis
1836,2016-10-01,肺结核 Pulmonary tuberculosis,83092,肺结核,Pulmonary tuberculosis
1837,2016-11-01,肺结核 Pulmonary tuberculosis,87963,肺结核,Pulmonary tuberculosis
1838,2016-12-01,肺结核 Pulmonary tuberculosis,89609,肺结核,Pulmonary tuberculosis
1839,2017-01-01,肺结核 Pulmonary tuberculosis,80911,肺结核,Pulmonary tuberculosis
1840,2017-02-01,肺结核 Pulmonary tuberculosis,92037,肺结核,Pulmonary tuberculosis
1841,2017-03-01,肺结核 Pulmonary tuberculosis,105633,肺结核,Pulmonary tuberculosis
1842,2017-04-01,肺结核 Pulmonary tuberculosis,97296,肺结核,Pulmonary tuberculosis
1843,2017-05-01,肺结核 Pulmonary tuberculosis,101628,肺结核,Pulmonary tuberculosis
1844,2017-06-01,肺结核 Pulmonary tuberculosis,99001,肺结核,Pulmonary tuberculosis
1845,2017-07-01,肺结核 Pulmonary tuberculosis,96471,肺结核,Pulmonary tuberculosis
1846,2017-08-01,肺结核 Pulmonary tuberculosis,100076,肺结核,Pulmonary tuberculosis
1847,2017-09-01,肺结核 Pulmonary tuberculosis,92494,肺结核,Pulmonary tuberculosis
1848,2017-10-01,肺结核 Pulmonary tuberculosis,81554,肺结核,Pulmonary tuberculosis
1849,2017-11-01,肺结核 Pulmonary tuberculosis,89976,肺结核,Pulmonary tuberculosis
1850,2017-12-01,肺结核 Pulmonary tuberculosis,87630,肺结核,Pulmonary tuberculosis
1851,2018-01-01,肺结核 Pulmonary tuberculosis,88697,肺结核,Pulmonary tuberculosis
1852,2018-02-01,肺结核 Pulmonary tuberculosis,75473,肺结核,Pulmonary tuberculosis
1853,2018-03-01,肺结核 Pulmonary tuberculosis,110124,肺结核,Pulmonary tuberculosis
1854,2018-04-01,肺结核 Pulmonary tuberculosis,100054,肺结核,Pulmonary tuberculosis
1855,2018-05-01,肺结核 Pulmonary tuberculosis,102063,肺结核,Pulmonary tuberculosis
1856,2018-06-01,肺结核 Pulmonary tuberculosis,91603,肺结核,Pulmonary tuberculosis
1857,2018-07-01,肺结核 Pulmonary tuberculosis,95338,肺结核,Pulmonary tuberculosis
1858,2018-08-01,肺结核 Pulmonary tuberculosis,94232,肺结核,Pulmonary tuberculosis
1859,2018-09-01,肺结核 Pulmonary tuberculosis,88302,肺结核,Pulmonary tuberculosis
1860,2018-10-01,肺结核 Pulmonary tuberculosis,84680,肺结核,Pulmonary tuberculosis
1861,2018-11-01,肺结核 Pulmonary tuberculosis,87709,肺结核,Pulmonary tuberculosis
1862,2018-12-01,肺结核 Pulmonary tuberculosis,83205,肺结核,Pulmonary tuberculosis
1863,2019-01-01,肺结核 Pulmonary tuberculosis,88597,肺结核,Pulmonary tuberculosis
1864,2019-02-01,肺结核 Pulmonary tuberculosis,73096,肺结核,Pulmonary tuberculosis
1865,2019-03-01,肺结核 Pulmonary tuberculosis,97866,肺结核,Pulmonary tuberculosis
1866,2019-04-01,肺结核 Pulmonary tuberculosis,101191,肺结核,Pulmonary tuberculosis
1867,2019-05-01,肺结核 Pulmonary tuberculosis,96106,肺结核,Pulmonary tuberculosis
1868,2019-06-01,肺结核 Pulmonary tuberculosis,99555,肺结核,Pulmonary tuberculosis
1869,2019-07-01,肺结核 Pulmonary tuberculosis,93318,肺结核,Pulmonary tuberculosis
1870,2019-08-01,肺结核 Pulmonary tuberculosis,84304,肺结核,Pulmonary tuberculosis
1871,2019-09-01,肺结核 Pulmonary tuberculosis,80973,肺结核,Pulmonary tuberculosis
1872,2019-10-01,肺结核 Pulmonary tuberculosis,75123,肺结核,Pulmonary tuberculosis
1873,2019-11-01,肺结核 Pulmonary tuberculosis,73000,肺结核,Pulmonary tuberculosis
1874,2019-12-01,肺结核 Pulmonary tuberculosis,71631,肺结核,Pulmonary tuberculosis
1875,2020-01-31,肺结核 Pulmonary tuberculosis,67682,肺结核,Pulmonary tuberculosis
1876,2020-02-29,肺结核 Pulmonary tuberculosis,44933,肺结核,Pulmonary tuberculosis
1877,2020-03-31,肺结核 Pulmonary tuberculosis,73427,肺结核,Pulmonary tuberculosis
1878,2020-04-01,肺结核 Pulmonary tuberculosis,85684,肺结核,Pulmonary tuberculosis
1879,2020-05-01,肺结核 Pulmonary tuberculosis,83385,肺结核,Pulmonary tuberculosis
1880,2020-06-01,肺结核 Pulmonary tuberculosis,84952,肺结核,Pulmonary tuberculosis
1881,2020-07-01,肺结核 Pulmonary tuberculosis,83101,肺结核,Pulmonary tuberculosis
1882,2020-08-01,肺结核 Pulmonary tuberculosis,76423,肺结核,Pulmonary tuberculosis
1883,2020-09-01,肺结核 Pulmonary tuberculosis,75409,肺结核,Pulmonary tuberculosis
1884,2020-10-01,肺结核 Pulmonary tuberculosis,67843,肺结核,Pulmonary tuberculosis
1885,2020-11-01,肺结核 Pulmonary tuberculosis,69640,肺结核,Pulmonary tuberculosis
1886,2020-12-01,肺结核 Pulmonary tuberculosis,64097,肺结核,Pulmonary tuberculosis
1887,2021-01-31,肺结核 Pulmonary tuberculosis,64813,肺结核,Pulmonary tuberculosis
1888,2021-02-28,肺结核 Pulmonary tuberculosis,55425,肺结核,Pulmonary tuberculosis
1889,2021-03-31,肺结核 Pulmonary tuberculosis,80803,肺结核,Pulmonary tuberculosis
1890,2021-04-30,肺结核 Pulmonary tuberculosis,80548,肺结核,Pulmonary tuberculosis
1891,2021-05-31,肺结核 Pulmonary tuberculosis,75243,肺结核,Pulmonary tuberculosis
1892,2021-06-30,肺结核 Pulmonary tuberculosis,73884,肺结核,Pulmonary tuberculosis
1893,2021-07-31,肺结核 Pulmonary tuberculosis,76648,肺结核,Pulmonary tuberculosis
1894,2021-08-31,肺结核 Pulmonary tuberculosis,67966,肺结核,Pulmonary tuberculosis
1895,2021-09-30,肺结核 Pulmonary tuberculosis,67812,肺结核,Pulmonary tuberculosis
1896,2021-10-31,肺结核 Pulmonary tuberculosis,61391,肺结核,Pulmonary tuberculosis
1897,2021-11-30,肺结核 Pulmonary tuberculosis,61753,肺结核,Pulmonary tuberculosis
1898,2021-12-31,肺结核 Pulmonary tuberculosis,61788,肺结核,Pulmonary tuberculosis
1899,2022-01-31,肺结核 Pulmonary tuberculosis,61697,肺结核,Pulmonary tuberculosis
1900,2022-02-28,肺结核 Pulmonary tuberculosis,52596,肺结核,Pulmonary tuberculosis
1901,2022-03-31,肺结核 Pulmonary tuberculosis,73110,肺结核,Pulmonary tuberculosis
1902,2022-04-30,肺结核 Pulmonary tuberculosis,61185,肺结核,Pulmonary tuberculosis
1903,2022-05-31,肺结核 Pulmonary tuberculosis,63590,肺结核,Pulmonary tuberculosis
1904,2022-06-30,肺结核 Pulmonary tuberculosis,67901,肺结核,Pulmonary tuberculosis
1905,2022-07-31,肺结核 Pulmonary tuberculosis,71422,肺结核,Pulmonary tuberculosis
1906,2022-08-31,肺结核 Pulmonary tuberculosis,69019,肺结核,Pulmonary tuberculosis
1907,2022-09-30,肺结核 Pulmonary tuberculosis,58638,肺结核,Pulmonary tuberculosis
1908,2022-10-31,肺结核 Pulmonary tuberculosis,51125,肺结核,Pulmonary tuberculosis
1909,2022-11-30,肺结核 Pulmonary tuberculosis,48352,肺结核,Pulmonary tuberculosis
1910,2022-12-31,肺结核 Pulmonary tuberculosis,33951,肺结核,Pulmonary tuberculosis
1911,2023-01-31,肺结核 Pulmonary tuberculosis,53730,肺结核,Pulmonary tuberculosis
1912,2023-02-28,肺结核 Pulmonary tuberculosis,71841,肺结核,Pulmonary tuberculosis
1913,2023-03-31,肺结核 Pulmonary tuberculosis,76331,肺结核,Pulmonary tuberculosis
1914,2023-04-30,肺结核 Pulmonary tuberculosis,72846,肺结核,Pulmonary tuberculosis
1915,2023-05-31,肺结核 Pulmonary tuberculosis,69068,肺结核,Pulmonary tuberculosis
1916,2023-06-30,肺结核 Pulmonary tuberculosis,64788,肺结核,Pulmonary tuberculosis
1917,2023-07-31,肺结核 Pulmonary tuberculosis,66989,肺结核,Pulmonary tuberculosis
1918,2023-08-31,肺结核 Pulmonary tuberculosis,66563,肺结核,Pulmonary tuberculosis
1919,2023-09-30,肺结核 Pulmonary tuberculosis,61859,肺结核,Pulmonary tuberculosis
1920,2023-10-31,肺结核 Pulmonary tuberculosis,59239,肺结核,Pulmonary tuberculosis
1921,2023-11-30,肺结核 Pulmonary tuberculosis,57432,肺结核,Pulmonary tuberculosis
1922,2023-12-31,肺结核 Pulmonary tuberculosis,52826,肺结核,Pulmonary tuberculosis
1923,2024-01-31,肺结核 Pulmonary tuberculosis,60660,肺结核,Pulmonary tuberculosis
1924,2024-02-29,肺结核 Pulmonary tuberculosis,51945,肺结核,Pulmonary tuberculosis
1925,2024-03-31,肺结核 Pulmonary tuberculosis,70013,肺结核,Pulmonary tuberculosis
1926,2024-04-30,肺结核 Pulmonary tuberculosis,68732,肺结核,Pulmonary tuberculosis
1927,2024-05-31,肺结核 Pulmonary tuberculosis,63595,肺结核,Pulmonary tuberculosis
1928,2024-06-30,肺结核 Pulmonary tuberculosis,58241,肺结核,Pulmonary tuberculosis
1929,2024-07-31,肺结核 Pulmonary tuberculosis,62437,肺结核,Pulmonary tuberculosis
1930,2024-08-31,肺结核 Pulmonary tuberculosis,57944,肺结核,Pulmonary tuberculosis
1931,2024-09-30,肺结核 Pulmonary tuberculosis,55609,肺结核,Pulmonary tuberculosis
1932,2024-10-31,肺结核 Pulmonary tuberculosis,52943,肺结核,Pulmonary tuberculosis
1933,2024-11-30,肺结核 Pulmonary tuberculosis,51790,肺结核,Pulmonary tuberculosis
1934,2024-12-31,肺结核 Pulmonary tuberculosis,48656,肺结核,Pulmonary tuberculosis
1935,2025-01-01,肺结核 Pulmonary tuberculosis,49311,肺结核,Pulmonary tuberculosis
1936,2025-02-01,肺结核 Pulmonary tuberculosis,52942,肺结核,Pulmonary tuberculosis
1937,2025-03-01,肺结核 Pulmonary tuberculosis,59479,肺结核,Pulmonary tuberculosis
1938,2025-04-01,肺结核 Pulmonary tuberculosis,59246,肺结核,Pulmonary tuberculosis
1939,2025-05-01,肺结核 Pulmonary tuberculosis,55165,肺结核,Pulmonary tuberculosis
1940,2025-06-01,肺结核 Pulmonary tuberculosis,53180,肺结核,Pulmonary tuberculosis
1941,2025-07-01,肺结核 Pulmonary tuberculosis,57585,肺结核,Pulmonary tuberculosis
1942,2025-08-01,肺结核 Pulmonary tuberculosis,54614,肺结核,Pulmonary tuberculosis
1943,2025-09-01,肺结核 Pulmonary tuberculosis,56168,肺结核,Pulmonary tuberculosis
1944,2025-10-01,肺结核 Pulmonary tuberculosis,50265,肺结核,Pulmonary tuberculosis
1945,2025-11-01,肺结核 Pulmonary tuberculosis,48885,肺结核,Pulmonary tuberculosis
1946,2025-12-01,肺结核 Pulmonary tuberculosis,52826,肺结核,Pulmonary tuberculosis
1947,2026-01-01,肺结核 Pulmonary tuberculosis,52889,肺结核,Pulmonary tuberculosis
1948,2026-02-01,肺结核 Pulmonary tuberculosis,44105,肺结核,Pulmonary tuberculosis
1949,2026-03-01,肺结核 Pulmonary tuberculosis,63201,肺结核,Pulmonary tuberculosis
1950,2010-01-31,风疹 Rubella,1204,风疹,Rubella
1951,2010-02-28,风疹 Rubella,992,风疹,Rubella
1952,2010-03-31,风疹 Rubella,2668,风疹,Rubella
1953,2010-04-30,风疹 Rubella,7101,风疹,Rubella
1954,2010-05-01,风疹 Rubella,13026,风疹,Rubella
1955,2010-06-01,风疹 Rubella,9564,风疹,Rubella
1956,2010-07-01,风疹 Rubella,3858,风疹,Rubella
1957,2010-08-01,风疹 Rubella,1445,风疹,Rubella
1958,2010-09-01,风疹 Rubella,1099,风疹,Rubella
1959,2010-10-01,风疹 Rubella,863,风疹,Rubella
1960,2010-11-01,风疹 Rubella,1079,风疹,Rubella
1961,2010-12-01,风疹 Rubella,1591,风疹,Rubella
1962,2011-01-31,风疹 Rubella,1531,风疹,Rubella
1963,2011-02-01,风疹 Rubella,1502,风疹,Rubella
1964,2011-03-02,风疹 Rubella,5376,风疹,Rubella
1965,2011-04-03,风疹 Rubella,14506,风疹,Rubella
1966,2011-05-04,风疹 Rubella,18445,风疹,Rubella
1967,2011-06-05,风疹 Rubella,13902,风疹,Rubella
1968,2011-07-31,风疹 Rubella,4864,风疹,Rubella
1969,2011-08-31,风疹 Rubella,1704,风疹,Rubella
1970,2011-09-30,风疹 Rubella,1121,风疹,Rubella
1971,2011-10-31,风疹 Rubella,1183,风疹,Rubella
1972,2011-11-30,风疹 Rubella,1646,风疹,Rubella
1973,2011-12-31,风疹 Rubella,2107,风疹,Rubella
1974,2012-01-31,风疹 Rubella,1603,风疹,Rubella
1975,2012-02-29,风疹 Rubella,1586,风疹,Rubella
1976,2012-03-31,风疹 Rubella,4280,风疹,Rubella
1977,2012-04-30,风疹 Rubella,9439,风疹,Rubella
1978,2012-05-31,风疹 Rubella,10125,风疹,Rubella
1979,2012-06-30,风疹 Rubella,6412,风疹,Rubella
1980,2012-07-31,风疹 Rubella,2607,风疹,Rubella
1981,2012-08-31,风疹 Rubella,1121,风疹,Rubella
1982,2012-09-30,风疹 Rubella,920,风疹,Rubella
1983,2012-10-31,风疹 Rubella,913,风疹,Rubella
1984,2012-11-30,风疹 Rubella,1195,风疹,Rubella
1985,2012-12-31,风疹 Rubella,1297,风疹,Rubella
1986,2013-01-01,风疹 Rubella,1354,风疹,Rubella
1987,2013-02-01,风疹 Rubella,1030,风疹,Rubella
1988,2013-03-03,风疹 Rubella,2063,风疹,Rubella
1989,2013-04-02,风疹 Rubella,3088,风疹,Rubella
1990,2013-05-03,风疹 Rubella,3804,风疹,Rubella
1991,2013-06-03,风疹 Rubella,2406,风疹,Rubella
1992,2013-07-04,风疹 Rubella,1299,风疹,Rubella
1993,2013-08-04,风疹 Rubella,746,风疹,Rubella
1994,2013-09-04,风疹 Rubella,639,风疹,Rubella
1995,2013-10-05,风疹 Rubella,633,风疹,Rubella
1996,2013-11-30,风疹 Rubella,643,风疹,Rubella
1997,2013-12-31,风疹 Rubella,865,风疹,Rubella
1998,2014-01-30,风疹 Rubella,758,风疹,Rubella
1999,2014-02-27,风疹 Rubella,824,风疹,Rubella
2000,2014-03-30,风疹 Rubella,1897,风疹,Rubella
2001,2014-04-29,风疹 Rubella,2482,风疹,Rubella
2002,2014-05-30,风疹 Rubella,2491,风疹,Rubella
2003,2014-06-29,风疹 Rubella,1662,风疹,Rubella
2004,2014-07-30,风疹 Rubella,915,风疹,Rubella
2005,2014-08-30,风疹 Rubella,577,风疹,Rubella
2006,2014-09-29,风疹 Rubella,577,风疹,Rubella
2007,2014-10-30,风疹 Rubella,381,风疹,Rubella
2008,2014-11-30,风疹 Rubella,419,风疹,Rubella
2009,2014-12-30,风疹 Rubella,496,风疹,Rubella
2010,2015-01-01,风疹 Rubella,785,风疹,Rubella
2011,2015-02-01,风疹 Rubella,755,风疹,Rubella
2012,2015-03-01,风疹 Rubella,1232,风疹,Rubella
